,battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
708,977,yes,2.8,1,2,no,35,0.6,165,2,15,1502,1862,3714.0,19,3,10.0,0,1,wifi,very high cost
709,1640,yes,0.7,0,10,yes,21,0.8,169,7,14,589,1301,337.0,16,3,5.0,1,1,no_wifi,low cost
710,663,no,0.8,1,0,no,25,0.6,183,2,1,82,1605,3176.0,6,2,2.0,1,0,wifi,high cost
711,1744,yes,1.0,0,1,yes,20,0.5,112,8,3,68,718,1205.0,18,7,14.0,1,0,no_wifi,medium cost
712,1624,no,1.6,1,8,no,28,0.4,150,2,10,689,699,2473.0,16,11,2.0,1,0,no_wifi,high cost
713,1108,yes,1.3,1,14,yes,2,0.3,169,7,20,208,1742,1229.0,5,3,4.0,1,1,no_wifi,low cost
714,1188,yes,1.4,1,0,yes,9,0.6,114,2,0,1339,1558,2896.0,12,11,16.0,1,0,wifi,very high cost
715,817,no,1.3,0,0,no,11,0.5,144,3,11,722,766,2039.0,11,6,19.0,0,1,no_wifi,medium cost
716,863,no,1.6,1,5,yes,6,0.7,133,4,13,717,1799,520.0,10,2,18.0,1,0,wifi,low cost
717,1397,no,2.4,1,5,yes,3,0.2,121,3,15,433,1658,1378.0,18,15,4.0,1,1,wifi,medium cost
718,1108,no,1.0,0,3,no,49,0.7,140,5,12,1298,1666,3254.0,12,0,16.0,1,0,no_wifi,very high cost
719,1068,no,2.0,1,1,yes,37,0.9,184,7,13,186,1998,1803.0,5,4,7.0,1,0,no_wifi,medium cost
720,1702,yes,2.3,0,12,yes,52,0.5,145,2,15,1397,1491,2501.0,16,12,4.0,1,0,no_wifi,very high cost
721,808,no,0.5,1,0,no,8,0.1,192,4,1,618,1891,3762.0,15,9,12.0,1,0,wifi,very high cost
722,1156,no,0.5,0,6,no,61,0.1,89,7,9,1214,1262,1796.0,16,6,13.0,0,1,wifi,medium cost
723,1271,no,0.5,1,2,no,54,0.1,159,8,3,613,650,990.0,14,11,6.0,0,1,wifi,low cost
724,696,no,0.5,0,6,no,51,0.3,197,3,8,649,907,2630.0,18,8,9.0,0,0,wifi,medium cost
725,1981,yes,1.9,1,13,no,45,0.3,175,6,18,193,1234,1380.0,10,1,13.0,0,1,no_wifi,medium cost
726,614,no,1.7,1,0,yes,58,0.2,128,7,2,22,519,3487.0,15,6,11.0,1,1,wifi,high cost
727,1590,no,0.6,1,0,no,7,0.3,122,3,17,1464,1595,1201.0,12,3,18.0,1,1,wifi,medium cost
728,1945,no,1.6,0,4,no,21,0.7,113,3,10,280,895,3015.0,6,1,15.0,0,0,no_wifi,very high cost
729,1135,yes,2.8,1,9,no,43,0.4,158,1,11,690,1589,3204.0,18,13,,1,0,no_wifi,very high cost
730,1049,no,0.6,1,8,yes,2,0.3,172,6,10,39,1564,433.0,10,7,6.0,1,0,no_wifi,low cost
731,1807,yes,2.1,0,2,no,49,0.8,125,1,10,337,1384,1906.0,17,13,13.0,0,1,wifi,high cost
732,984,yes,0.5,0,13,yes,42,0.8,98,7,17,1036,1611,898.0,16,8,13.0,1,1,no_wifi,low cost
733,720,yes,1.4,1,0,yes,61,0.6,96,7,8,1347,1733,2799.0,5,3,15.0,1,0,wifi,very high cost
734,1536,no,0.8,0,12,no,13,0.3,105,7,20,22,1634,2020.0,6,0,16.0,1,1,no_wifi,high cost
735,771,yes,0.5,0,3,no,25,1.0,86,4,6,327,922,770.0,12,1,20.0,0,1,no_wifi,low cost
736,503,no,2.5,0,3,no,57,0.6,185,6,11,778,1291,,11,8,16.0,0,0,wifi,low cost
737,675,no,2.4,0,1,no,42,0.6,187,7,2,482,874,2953.0,9,5,13.0,1,1,no_wifi,high cost
738,1936,yes,1.9,1,13,yes,34,0.2,182,7,14,591,1089,1671.0,6,1,9.0,1,0,wifi,medium cost
739,1303,no,1.0,1,0,yes,15,0.1,138,3,10,229,1604,2574.0,12,4,14.0,1,1,wifi,high cost
740,1004,yes,2.9,1,0,no,35,0.2,141,6,9,901,1162,3772.0,17,8,18.0,0,1,wifi,very high cost
741,1972,no,1.2,1,0,no,37,0.7,102,2,1,715,1648,2870.0,16,0,17.0,0,0,no_wifi,very high cost
742,1822,no,1.2,0,0,no,8,0.2,195,6,0,172,910,2577.0,9,5,8.0,1,1,no_wifi,high cost
744,1782,yes,2.8,1,6,yes,58,0.8,157,1,13,867,999,2405.0,15,0,16.0,1,0,wifi,high cost
745,894,no,2.1,1,16,no,16,0.7,168,8,20,286,1300,3377.0,5,1,6.0,1,1,wifi,high cost
746,1884,no,2.1,1,7,yes,43,0.8,185,1,18,451,819,3619.0,14,8,7.0,1,1,wifi,very high cost
747,1648,yes,0.5,0,1,yes,17,2.0,142,2,3,1119,1238,1184.0,6,2,,1,0,wifi,medium cost
748,798,no,2.4,0,5,no,4,0.2,96,3,9,526,643,2965.0,15,7,14.0,1,1,no_wifi,high cost
749,802,yes,2.4,1,1,no,45,0.8,157,3,9,1299,1633,3713.0,8,3,8.0,0,0,no_wifi,very high cost
750,1276,yes,2.9,1,2,no,53,0.3,130,2,3,217,735,3798.0,19,10,8.0,1,1,wifi,very high cost
751,1331,yes,1.6,0,0,no,16,0.5,165,2,7,1109,1226,1026.0,13,5,20.0,1,0,wifi,medium cost
752,1620,no,2.6,1,6,no,5,0.9,186,6,18,434,1339,1086.0,18,14,13.0,1,0,no_wifi,medium cost
753,1996,no,2.5,0,5,yes,51,0.4,122,4,9,671,1445,2236.0,8,7,12.0,1,0,wifi,high cost
754,1092,no,2.7,1,8,no,45,0.8,185,1,10,1404,1424,1303.0,12,3,20.0,0,1,wifi,medium cost
755,1018,yes,0.7,1,7,no,63,0.1,155,5,18,856,883,3048.0,10,3,2.0,0,0,wifi,high cost
756,545,no,0.5,0,0,yes,11,0.3,131,3,1,381,1452,616.0,15,6,19.0,1,1,wifi,low cost
757,554,yes,1.3,0,0,no,12,0.1,105,6,10,85,806,3764.0,10,7,4.0,0,1,wifi,high cost
758,1264,no,2.9,1,2,yes,34,0.2,171,3,3,562,849,419.0,7,4,3.0,1,1,wifi,low cost
759,1030,no,1.6,1,3,yes,58,0.2,138,6,20,1111,1812,2858.0,6,2,18.0,1,1,wifi,very high cost
760,1432,yes,1.7,1,6,yes,39,0.3,164,4,18,209,947,504.0,14,4,10.0,1,1,no_wifi,low cost
761,558,yes,2.8,0,1,yes,49,0.8,142,5,4,997,1605,392.0,10,5,8.0,1,1,wifi,low cost
762,829,no,0.5,0,0,no,56,0.6,129,7,1,91,1916,820.0,12,6,11.0,1,0,wifi,low cost
763,1741,,1.8,0,0,no,14,0.7,143,8,0,730,1895,3387.0,11,3,3.0,1,0,no_wifi,very high cost
764,1849,yes,2.3,0,7,yes,15,0.4,144,5,19,606,1123,3447.0,14,11,19.0,1,0,wifi,very high cost
765,733,no,2.1,0,5,yes,7,0.2,174,7,10,445,1409,1403.0,15,8,2.0,1,1,no_wifi,low cost
766,1872,yes,0.9,1,0,no,16,0.5,80,2,2,286,1484,2295.0,15,11,16.0,0,0,wifi,high cost
767,1853,no,0.5,1,1,no,27,0.3,197,6,13,985,1005,1973.0,10,2,8.0,1,0,wifi,high cost
768,1149,yes,2.2,0,4,no,30,0.2,106,6,5,1617,1675,3755.0,17,14,8.0,1,0,no_wifi,very high cost
769,891,no,0.5,1,9,yes,25,0.3,196,2,19,375,1724,2073.0,7,1,10.0,1,0,wifi,medium cost
770,1911,yes,2.0,0,7,yes,64,0.6,163,8,8,1795,1958,3872.0,9,8,11.0,1,1,no_wifi,very high cost
771,550,yes,0.5,0,16,yes,23,0.1,145,2,17,486,1930,302.0,18,5,8.0,1,0,no_wifi,low cost
772,576,no,0.8,0,0,yes,27,0.1,121,2,4,757,1518,1519.0,18,6,8.0,1,0,wifi,medium cost
773,1760,no,1.9,0,1,yes,50,0.8,198,1,2,273,1704,2549.0,10,8,4.0,1,1,no_wifi,high cost
774,969,no,2.4,0,0,no,45,0.3,124,7,0,491,589,404.0,18,5,19.0,1,0,wifi,low cost
775,1160,no,1.1,0,1,yes,63,0.7,166,3,2,762,859,595.0,18,4,15.0,1,0,wifi,low cost
776,827,no,1.1,1,2,yes,18,0.9,160,2,16,448,821,1663.0,14,0,17.0,1,1,wifi,low cost
777,1786,no,0.5,0,9,yes,58,0.7,161,7,10,231,1671,2764.0,9,3,7.0,1,1,wifi,very high cost
778,774,yes,0.6,1,2,yes,8,0.4,136,1,4,1713,2298,2614.0,7,0,14.0,1,1,wifi,high cost
779,819,yes,2.5,1,0,yes,11,0.2,83,8,1,438,822,1094.0,10,5,,1,0,no_wifi,low cost
780,1042,no,2.2,0,15,yes,11,0.6,139,5,16,68,1018,2826.0,18,0,2.0,1,0,no_wifi,high cost
781,1368,no,3.0,1,10,no,50,0.2,97,7,18,698,829,2496.0,13,6,5.0,0,1,wifi,high cost
782,1592,no,2.1,0,6,yes,50,0.1,181,2,17,510,522,2103.0,19,8,7.0,1,0,no_wifi,medium cost
783,1067,no,1.8,1,11,no,14,0.2,146,1,15,965,1009,966.0,5,0,13.0,0,0,wifi,low cost
784,1892,yes,0.7,0,5,no,47,0.4,110,4,10,1399,1564,2172.0,17,14,3.0,1,1,wifi,high cost
785,915,no,1.1,0,6,no,56,0.6,187,8,17,532,1448,905.0,19,10,12.0,0,1,no_wifi,low cost
786,774,yes,2.8,0,7,yes,55,0.9,124,3,18,8,896,3916.0,8,1,12.0,1,1,no_wifi,very high cost
787,1848,yes,1.4,1,2,yes,42,0.7,179,2,10,154,605,3902.0,11,9,3.0,1,0,wifi,very high cost
788,1501,no,1.1,0,12,yes,2,0.2,187,1,15,198,1056,2487.0,13,12,16.0,1,1,wifi,high cost
789,1614,no,1.9,0,8,yes,55,0.3,188,3,17,860,1330,3914.0,17,13,13.0,1,0,no_wifi,very high cost
790,911,yes,2.9,0,0,no,46,0.1,181,5,1,461,670,363.0,9,5,17.0,0,1,no_wifi,low cost
791,1520,no,0.5,0,1,yes,24,0.7,199,5,8,109,1909,3233.0,13,3,4.0,1,0,wifi,very high cost
792,1647,no,1.4,1,3,yes,38,0.3,102,6,15,193,1185,2532.0,16,14,15.0,1,0,wifi,high cost
793,1347,no,0.9,1,8,yes,53,0.8,108,6,15,961,1008,3836.0,15,3,14.0,1,0,wifi,very high cost
794,967,yes,1.6,0,4,no,25,0.6,92,8,9,243,1642,3076.0,7,4,18.0,0,1,wifi,high cost
795,1442,no,2.2,0,0,yes,56,0.7,145,5,3,1626,1668,1513.0,11,8,7.0,1,1,no_wifi,high cost
796,1204,yes,2.6,0,0,no,10,0.3,199,7,3,480,1482,1724.0,11,2,19.0,1,0,no_wifi,medium cost
797,1320,no,2.1,1,0,yes,41,0.6,144,7,2,123,1229,542.0,11,1,14.0,1,1,no_wifi,low cost
798,1800,yes,0.7,0,2,yes,8,0.4,100,7,6,400,823,3481.0,10,8,8.0,1,0,wifi,very high cost
799,1567,no,2.1,1,3,no,22,0.8,153,3,19,190,1326,3991.0,15,2,10.0,1,0,no_wifi,very high cost
800,1439,no,0.9,0,12,yes,20,0.8,147,1,17,626,932,1790.0,19,12,15.0,1,0,wifi,medium cost
801,1422,no,1.0,0,15,no,3,0.1,112,1,17,1,926,509.0,19,1,3.0,1,1,wifi,low cost
802,1591,yes,2.2,1,4,yes,52,1.0,161,3,16,548,1641,282.0,10,9,14.0,1,1,wifi,low cost
803,880,no,1.7,0,2,no,6,0.6,198,4,19,632,660,3006.0,6,4,3.0,1,0,no_wifi,high cost
804,1929,yes,0.5,1,0,yes,19,1.0,163,6,2,349,1051,1913.0,12,7,6.0,1,1,no_wifi,medium cost
805,1642,yes,1.6,1,0,no,5,0.4,102,5,2,1686,1889,1333.0,18,0,2.0,0,0,wifi,high cost
806,1511,no,2.5,1,3,no,21,0.2,114,3,18,1455,1982,3746.0,10,0,5.0,1,0,no_wifi,very high cost
807,1312,no,1.3,0,5,yes,10,0.6,163,2,9,95,893,3941.0,6,2,13.0,1,1,wifi,very high cost
808,1852,no,1.4,0,4,yes,10,0.7,196,1,18,580,1163,3970.0,13,1,11.0,1,0,wifi,very high cost
809,972,yes,1.3,0,8,no,44,0.7,82,7,10,297,589,3925.0,7,6,7.0,0,1,no_wifi,very high cost
810,691,yes,2.7,1,4,yes,33,0.9,108,4,8,951,962,424.0,5,3,15.0,1,1,wifi,low cost
811,807,no,0.5,0,9,no,8,0.3,158,5,20,667,697,1284.0,17,13,2.0,0,1,wifi,low cost
812,1113,no,0.6,1,0,no,25,0.3,145,1,10,1047,1312,277.0,11,2,12.0,1,0,wifi,low cost
814,1188,yes,1.5,1,0,no,54,0.3,198,6,2,1150,1469,485.0,12,7,7.0,0,1,no_wifi,low cost
815,1512,yes,0.5,0,1,no,52,0.1,131,1,14,333,952,3002.0,6,5,7.0,0,0,wifi,high cost
816,805,yes,0.7,0,0,no,64,0.1,97,4,14,641,704,418.0,11,6,,0,1,wifi,low cost
817,918,no,0.9,1,1,no,8,0.1,123,7,5,653,671,1652.0,17,4,14.0,1,1,no_wifi,medium cost
818,1320,no,0.5,1,7,no,48,0.2,168,5,16,103,1583,2893.0,8,5,9.0,0,0,wifi,high cost
819,1236,no,0.9,1,2,yes,57,0.1,188,1,14,517,809,1406.0,14,12,20.0,1,0,wifi,low cost
820,1387,no,0.5,0,0,yes,61,0.5,98,3,0,785,1151,629.0,5,3,11.0,1,1,no_wifi,low cost
821,1883,yes,2.7,1,6,yes,30,0.5,95,2,10,531,791,3724.0,16,15,20.0,1,1,wifi,very high cost
822,839,no,2.0,1,0,no,14,0.4,175,7,3,564,1391,3835.0,15,8,11.0,1,0,no_wifi,very high cost
823,1593,yes,1.0,0,0,yes,52,0.7,130,8,0,761,1336,1354.0,15,13,13.0,1,1,wifi,medium cost
824,1722,yes,1.0,0,7,no,25,0.8,88,6,19,1179,1638,2376.0,5,1,19.0,0,0,wifi,very high cost
825,1954,no,0.6,1,8,no,7,0.9,126,3,9,673,690,3438.0,17,12,13.0,1,0,no_wifi,very high cost
826,1788,yes,0.5,1,15,yes,2,0.3,150,6,20,472,1073,2655.0,12,2,4.0,1,0,wifi,high cost
827,1628,no,0.5,0,5,yes,33,0.9,101,6,8,412,643,3361.0,16,10,13.0,1,0,no_wifi,very high cost
828,1965,no,0.5,0,6,yes,4,1.0,84,7,9,977,1660,3535.0,17,0,16.0,1,1,wifi,very high cost
829,833,yes,2.2,0,4,no,27,0.9,124,1,6,359,1395,2150.0,9,5,7.0,0,1,wifi,medium cost
830,571,no,0.6,0,1,yes,43,0.5,141,3,8,224,783,2587.0,7,5,18.0,1,0,no_wifi,medium cost
831,1808,yes,0.5,1,1,no,31,0.5,92,2,16,714,1208,2736.0,9,1,8.0,0,0,wifi,very high cost
832,1860,no,0.5,1,2,yes,55,0.7,83,6,3,195,799,676.0,15,0,,1,0,wifi,low cost
833,1368,yes,1.6,1,4,no,9,0.1,115,7,7,843,1145,2941.0,13,12,17.0,0,1,no_wifi,very high cost
834,1161,no,1.3,1,0,yes,21,0.6,126,8,12,308,1169,3336.0,6,4,,1,0,wifi,very high cost
835,1224,yes,1.6,0,9,no,33,1.0,157,1,18,522,563,3796.0,10,5,13.0,1,1,no_wifi,very high cost
836,902,yes,0.6,1,0,no,63,0.7,122,5,14,364,1360,3654.0,18,8,15.0,0,1,wifi,very high cost
837,787,yes,0.5,0,15,no,11,0.6,93,1,16,806,1423,2934.0,8,6,14.0,1,0,wifi,high cost
838,854,no,0.5,0,2,no,30,0.5,125,8,5,518,1152,2889.0,5,2,11.0,0,0,wifi,high cost
839,1184,no,1.5,1,1,yes,48,0.6,191,1,6,519,1577,3315.0,17,7,14.0,1,1,wifi,very high cost
840,1973,no,1.6,1,5,yes,39,0.8,152,4,6,792,1181,1993.0,9,0,5.0,1,0,no_wifi,high cost
841,510,no,1.7,1,3,no,35,0.8,120,3,6,382,1228,2509.0,17,2,11.0,0,1,wifi,medium cost
842,966,no,2.0,0,8,yes,34,0.5,118,2,10,214,1523,3534.0,18,17,11.0,1,1,wifi,very high cost
843,1438,yes,1.8,0,3,no,16,0.6,169,8,7,859,867,2246.0,14,11,15.0,0,0,no_wifi,high cost
844,1986,no,0.5,0,7,no,51,0.4,95,3,9,342,774,3165.0,5,0,13.0,1,0,no_wifi,very high cost
845,1907,no,2.0,0,13,no,55,0.9,105,7,15,713,1513,286.0,14,4,17.0,1,0,wifi,low cost
846,1489,no,2.4,1,8,no,32,0.6,200,1,16,172,812,776.0,7,6,8.0,0,0,no_wifi,low cost
847,1843,yes,1.8,1,13,yes,16,0.7,134,6,18,118,580,3213.0,15,14,15.0,1,1,no_wifi,very high cost
848,825,yes,1.5,0,11,no,38,0.4,94,3,18,540,783,716.0,11,4,14.0,0,1,no_wifi,low cost
849,1286,yes,2.3,0,10,yes,16,0.1,98,2,18,18,662,424.0,10,5,4.0,1,1,no_wifi,low cost
850,840,no,0.6,0,0,yes,63,0.8,137,7,19,987,1081,3486.0,12,8,18.0,1,1,no_wifi,very high cost
851,757,no,2.3,1,5,yes,58,0.2,163,4,7,535,697,3237.0,19,12,9.0,1,0,wifi,high cost
852,814,yes,1.1,1,2,no,41,0.8,177,2,10,1092,1406,1944.0,16,6,12.0,1,0,no_wifi,medium cost
853,1195,yes,1.1,1,2,yes,8,0.9,80,6,6,327,1001,643.0,14,2,19.0,1,0,no_wifi,low cost
854,767,no,0.8,0,7,yes,10,0.5,107,4,12,517,1995,2317.0,6,0,12.0,1,1,wifi,high cost
855,1068,no,1.3,0,6,yes,52,0.1,97,8,7,994,1500,1436.0,16,1,15.0,1,0,no_wifi,medium cost
856,994,yes,2.8,1,0,no,56,0.5,173,3,3,491,530,3190.0,5,2,20.0,1,1,wifi,high cost
857,1550,yes,2.5,0,6,no,21,0.8,133,2,11,268,832,2338.0,16,1,15.0,0,1,no_wifi,high cost
858,1878,yes,0.5,0,9,no,29,0.6,85,8,19,210,1026,1334.0,18,7,2.0,0,0,no_wifi,medium cost
859,623,no,2.0,0,2,no,6,0.1,127,3,4,144,672,3657.0,17,3,19.0,1,1,no_wifi,high cost
860,1829,yes,0.5,0,0,yes,15,0.4,160,5,7,729,1267,2080.0,16,11,12.0,1,0,wifi,high cost
861,525,no,2.4,1,11,no,35,0.8,190,7,20,82,670,1609.0,16,11,3.0,0,0,no_wifi,low cost
862,1065,yes,0.5,0,0,yes,14,0.7,89,2,2,188,928,3078.0,10,1,18.0,1,0,wifi,high cost
863,1425,no,1.2,0,9,yes,35,0.7,127,8,14,150,1897,590.0,13,2,6.0,1,1,wifi,low cost
864,1296,no,1.4,1,3,no,11,1.0,129,7,4,1222,1382,2552.0,19,8,10.0,1,1,wifi,high cost
865,642,no,2.8,0,3,no,34,0.8,197,2,15,331,1011,3355.0,12,5,13.0,0,0,no_wifi,high cost
866,1664,yes,2.9,1,9,yes,15,0.5,177,7,19,1178,1929,1968.0,12,7,9.0,1,0,no_wifi,high cost
867,1498,yes,0.7,0,3,yes,8,1.0,170,7,4,347,1076,3358.0,7,3,19.0,1,0,no_wifi,very high cost
868,981,yes,1.9,1,0,no,2,0.1,136,3,7,75,688,1539.0,19,12,19.0,0,0,no_wifi,low cost
869,1236,yes,2.8,0,6,yes,32,0.3,143,4,18,492,1403,942.0,16,12,14.0,1,1,wifi,low cost
870,1673,no,2.8,1,7,no,9,0.1,187,3,10,65,734,3669.0,9,1,10.0,1,0,wifi,very high cost
871,712,yes,1.6,0,6,yes,9,0.8,172,2,14,881,1234,3612.0,13,5,4.0,1,0,no_wifi,very high cost
872,569,yes,0.5,1,10,yes,4,0.8,170,3,19,351,1159,2351.0,8,7,10.0,1,1,no_wifi,medium cost
873,603,yes,0.7,1,0,yes,64,0.2,156,6,0,1842,1968,604.0,10,4,8.0,1,1,wifi,low cost
876,1064,no,2.9,1,1,yes,34,0.2,184,6,13,1175,1569,654.0,16,13,6.0,1,0,no_wifi,low cost
877,1444,,0.6,0,2,no,48,0.5,82,5,17,1092,1554,2540.0,17,2,15.0,1,1,wifi,very high cost
878,1366,yes,1.7,1,5,yes,53,0.2,161,5,9,647,1876,3869.0,17,5,14.0,1,0,wifi,very high cost
879,906,no,2.1,1,7,no,18,0.1,136,2,11,1102,1793,3412.0,13,8,,1,0,no_wifi,very high cost
880,1554,no,2.7,1,3,yes,47,0.7,185,5,12,319,1367,509.0,12,3,19.0,1,0,no_wifi,low cost
881,1187,no,2.3,0,0,yes,21,0.2,122,6,6,215,1125,2547.0,10,3,5.0,1,1,no_wifi,high cost
882,1156,yes,2.7,1,1,yes,30,0.9,173,3,16,945,1913,2735.0,16,15,,1,0,wifi,high cost
884,841,yes,0.5,1,8,no,39,0.1,199,6,13,546,828,2942.0,11,5,16.0,0,1,wifi,high cost
885,730,yes,1.3,1,6,no,6,0.9,167,7,10,1096,1155,2812.0,10,1,17.0,0,0,no_wifi,high cost
886,878,yes,1.3,0,13,yes,31,0.5,153,4,18,575,618,3497.0,9,7,11.0,1,1,no_wifi,high cost
887,1059,no,0.5,1,0,no,50,0.7,182,8,1,519,1545,619.0,5,3,18.0,0,1,wifi,low cost
888,1578,no,2.9,0,8,no,3,0.9,200,1,20,342,670,3483.0,17,4,16.0,1,0,no_wifi,very high cost
889,1829,no,1.7,0,0,no,36,0.8,112,5,1,291,563,1475.0,11,4,7.0,0,0,no_wifi,medium cost
890,1132,no,1.0,0,0,no,8,0.1,157,1,4,1091,1293,1950.0,11,2,6.0,0,1,wifi,medium cost
891,1652,no,0.6,1,4,yes,40,1.0,198,7,6,352,1084,3592.0,7,6,6.0,1,0,no_wifi,very high cost
892,912,no,0.5,1,0,no,58,0.3,107,5,1,165,1723,3573.0,17,3,20.0,1,1,no_wifi,very high cost
893,1181,no,2.3,0,12,yes,61,0.6,116,2,16,385,831,2020.0,6,0,18.0,1,1,no_wifi,medium cost
894,1497,yes,0.7,0,5,no,32,0.7,92,3,9,1920,1933,1329.0,6,1,7.0,1,1,no_wifi,high cost
895,1790,yes,2.3,1,3,yes,49,0.5,100,3,11,396,1980,3568.0,6,2,18.0,1,0,wifi,very high cost
896,1742,yes,1.6,0,3,no,49,0.8,100,1,9,1134,1469,1947.0,5,4,6.0,1,0,wifi,high cost
897,1549,yes,0.5,0,4,no,8,0.4,158,5,7,721,1514,1998.0,12,7,15.0,1,1,no_wifi,high cost
898,1372,yes,2.7,0,7,no,34,0.4,193,4,17,687,937,725.0,11,3,20.0,1,0,no_wifi,low cost
899,1112,no,0.5,0,0,yes,12,0.9,190,4,6,777,1119,3302.0,11,0,20.0,1,1,wifi,very high cost
900,1005,no,0.5,0,0,no,46,0.4,133,8,17,176,1556,3884.0,17,0,20.0,0,1,wifi,very high cost
901,783,yes,1.7,1,9,yes,27,0.3,150,6,11,458,1263,1185.0,15,4,6.0,1,1,wifi,low cost
902,1698,no,2.5,0,10,yes,26,0.4,105,2,18,485,1819,1656.0,5,3,17.0,1,0,wifi,high cost
903,899,yes,2.7,0,3,yes,53,0.3,192,4,11,641,1638,2870.0,19,16,10.0,1,0,wifi,high cost
904,1062,no,1.5,0,3,no,45,0.2,151,3,4,798,1435,911.0,14,2,9.0,0,0,no_wifi,low cost
905,989,yes,2.0,0,4,no,17,0.2,166,3,19,256,1394,3892.0,18,7,19.0,1,1,no_wifi,very high cost
906,1983,yes,1.2,1,6,yes,27,0.6,125,1,11,370,1197,3897.0,12,10,10.0,1,1,wifi,very high cost
907,1800,yes,3.0,0,5,no,53,0.3,87,1,12,191,1108,656.0,14,10,18.0,0,0,wifi,low cost
908,1254,no,1.7,0,0,yes,45,0.4,146,3,3,1571,1956,606.0,7,2,2.0,1,1,wifi,medium cost
909,868,no,1.7,0,0,no,30,0.8,83,4,0,276,1026,1653.0,11,7,17.0,1,0,no_wifi,medium cost
910,1205,no,0.5,1,3,no,12,0.6,175,4,6,573,614,860.0,14,1,14.0,1,0,wifi,low cost
911,1284,yes,2.8,1,0,no,10,0.9,155,2,14,160,516,2197.0,16,2,9.0,0,1,wifi,medium cost
912,626,no,0.7,1,2,yes,23,0.5,187,2,9,90,1334,3458.0,7,5,11.0,1,0,wifi,high cost
913,1763,no,2.9,1,1,yes,53,0.2,101,4,20,138,806,2066.0,12,9,17.0,1,1,wifi,medium cost
914,694,yes,1.8,1,15,no,36,0.4,193,4,20,983,1230,3676.0,12,8,5.0,1,0,wifi,very high cost
915,1265,no,0.6,1,4,yes,49,0.5,90,1,5,275,687,1518.0,16,11,8.0,1,0,wifi,medium cost
916,816,yes,0.5,0,4,no,14,0.9,198,3,13,149,558,1018.0,17,10,15.0,1,0,no_wifi,low cost
917,904,no,1.8,0,3,yes,35,0.4,168,3,4,42,507,1360.0,15,12,11.0,1,0,no_wifi,low cost
918,979,no,0.5,1,0,yes,5,0.5,164,7,2,793,1670,3449.0,5,2,14.0,1,0,no_wifi,very high cost
919,1531,no,2.0,0,0,yes,60,0.4,162,6,1,625,1198,2524.0,13,11,7.0,1,0,no_wifi,high cost
920,934,no,2.0,1,2,no,30,0.7,182,8,15,521,1190,703.0,10,8,7.0,0,0,wifi,low cost
921,1624,yes,2.6,1,0,no,58,1.0,200,3,11,1530,1744,1251.0,13,4,18.0,0,1,wifi,medium cost
922,874,no,1.3,0,5,no,8,0.5,185,1,20,442,1248,582.0,6,4,15.0,0,0,no_wifi,low cost
923,1027,yes,2.2,0,0,no,63,0.8,102,5,4,152,714,1732.0,8,5,,0,1,wifi,medium cost
924,1966,no,0.8,1,15,yes,48,0.2,144,1,16,1242,1973,1252.0,6,4,19.0,1,1,wifi,high cost
925,1048,yes,1.5,0,2,yes,29,1.0,182,1,4,29,1670,2146.0,11,10,2.0,1,0,no_wifi,medium cost
926,1496,yes,1.9,1,13,no,38,0.1,126,4,14,501,506,1927.0,17,4,6.0,0,0,wifi,medium cost
927,959,yes,1.7,0,15,no,13,0.4,155,4,16,87,736,3328.0,10,9,10.0,1,1,wifi,high cost
928,1349,yes,2.2,1,5,no,55,0.1,105,7,7,648,1019,2462.0,15,7,17.0,1,0,wifi,high cost
929,1689,yes,2.4,1,0,yes,13,0.9,168,2,9,521,674,1172.0,12,11,17.0,1,1,wifi,low cost
930,1558,yes,2.4,0,0,yes,27,0.1,146,1,1,120,1409,3598.0,9,2,12.0,1,0,wifi,very high cost
931,582,no,0.5,1,3,no,27,0.2,168,3,10,985,1420,2437.0,19,2,2.0,1,1,wifi,high cost
932,1485,no,2.8,0,3,yes,44,0.1,138,4,14,341,774,3271.0,14,12,8.0,1,1,no_wifi,very high cost
933,1991,yes,1.8,0,11,no,9,0.7,94,3,12,751,1377,1511.0,17,8,9.0,0,0,no_wifi,medium cost
934,553,no,0.5,1,2,yes,23,0.5,119,3,3,993,1517,2981.0,7,3,14.0,1,0,no_wifi,high cost
935,1231,no,0.7,1,2,no,7,0.9,113,1,7,43,1663,3119.0,9,4,15.0,1,1,no_wifi,very high cost
936,805,no,0.8,0,1,no,34,0.6,88,6,2,1262,1538,3647.0,18,11,9.0,1,0,wifi,very high cost
937,764,yes,1.2,1,1,no,13,1.0,152,8,2,361,511,3148.0,18,7,6.0,1,1,no_wifi,high cost
938,894,no,0.9,0,5,yes,54,0.2,130,3,15,104,541,2829.0,11,5,13.0,1,0,wifi,high cost
939,1589,no,2.6,0,9,no,46,0.4,84,3,16,618,940,2373.0,11,9,20.0,1,1,no_wifi,high cost
940,1456,no,1.6,1,9,yes,39,0.1,80,8,10,815,1666,3998.0,6,3,13.0,1,1,no_wifi,very high cost
941,743,no,0.5,1,0,yes,33,0.3,95,2,1,1587,1659,316.0,19,10,4.0,1,0,no_wifi,low cost
942,1061,yes,2.1,0,3,yes,52,0.1,109,7,4,138,1330,999.0,16,12,9.0,1,1,no_wifi,low cost
